%Time,Header_sequence,Header_secs,Header_nsecs,Pose_x,Pose_y,Pose_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w
1449283995453241530,35500,1449283995,83166592,0.020384661853313446,-0.010366776958107945,0.02306453138589859,-0.010558138265190989,-0.00807673277489477,-0.01422257972458544,0.9998104872074676
1449283995453274150,35501,1449283995,119003776,0.020351752638816833,-0.010374656878411766,0.022427698597311974,-0.010569976594988213,-0.008072211574271397,-0.014230265638505131,0.9998102892723895
1449283995453291355,35502,1449283995,155003776,0.020352810621261597,-0.010386013425886628,0.021311210468411446,-0.010574441190871062,-0.008087250459188594,-0.0142343820241316,0.9998100619327164
1449283995453318543,35503,1449283995,192003776,0.020370103418827057,-0.010407675988972184,0.02284550666809082,-0.010575693916514943,-0.008079994128317166,-0.014230773095579491,0.9998101587252315
1449283995453345765,35504,1449283995,216101824,0.02037147618830204,-0.01041878294199705,0.021062741056084633,-0.010571489392836447,-0.008084180178375183,-0.01422085860380702,0.9998103104206474
1449283995453370954,35505,1449283995,251101824,0.020374247804284096,-0.010418334044516085,0.02113552764058113,-0.010568351568385858,-0.008082031756375528,-0.014213483322730258,0.9998104658382261
1449283995453388279,35506,1449283995,288101824,0.020382633432745934,-0.010394378565251826,0.020202428102493286,-0.010564695185624163,-0.008080605624657525,-0.014211575361253418,0.9998105431301098
1449283995453418614,35507,1449283995,324465344,0.02038642391562462,-0.01035783067345619,0.020145559683442116,-0.010552251519817075,-0.008080489233516997,-0.014210748265139213,0.9998106872380164
1449283995453429644,35508,1449283995,359465344,0.020403999835252762,-0.010331461206078528,0.018840935081243515,-0.01055964394211998,-0.00808346903838338,-0.014203322063769019,0.9998106906262174
1449283995453487668,35509,1449283995,396465344,0.020409701392054558,-0.010301098227500914,0.018161533400416374,-0.010557254902307737,-0.008082083355333797,-0.014207326800398334,0.9998106701584816
1449283995453498974,35510,1449283995,431139456,0.020408207550644875,-0.01027369126677513,0.0183379165828228,-0.010558074414804362,-0.00807888265339451,-0.014199737774806175,0.9998107951841941
1449283995474319014,35511,1449283995,468139456,0.02040771022439003,-0.010254412889480589,0.01797555945813656,-0.010545642760439016,-0.008078888297749583,-0.014194503818018256,0.999811000661626
1449283995511087394,35512,1449283995,492139456,0.02041473425924778,-0.010247602127492426,0.018606014549732208,-0.010542125392603753,-0.008081725720346015,-0.014199772461745338,0.9998109400099713
1449283995543584359,35513,1449283995,526769536,0.020413747057318687,-0.010235274210572241,0.019876008853316307,-0.010558770037480443,-0.008083095151501692,-0.014207303973145076,0.9998106463035299
1449283995577952127,35514,1449283995,562769536,0.02041933685541153,-0.010237480513751505,0.020941363647580147,-0.010560961516928865,-0.008088295796107769,-0.014209825078451524,0.999810545270549
1449283995613120303,35515,1449283995,598769536,0.02042492665350437,-0.01024142652750015,0.020450079813599586,-0.010551902102780493,-0.008081350336571267,-0.014216619710436668,0.9998106004952936
1449283995648081305,35516,1449283995,635675328,0.020437009632587433,-0.010246181860566137,0.021061893552541733,-0.010557932075393309,-0.00807792824461348,-0.014209976408948404,0.9998106589329918
1449283995680424803,35517,1449283995,671675328,0.02043083682656288,-0.010252664797008036,0.02067684382200241,-0.010555438167585635,-0.008081804849862312,-0.014201936071741085,0.9998107681792957
1449283995719197997,35518,1449283995,706675328,0.020401202142238617,-0.010264362208545206,0.02094551920890808,-0.010569302244500723,-0.00807236871937293,-0.014204838492008723,0.9998106567129292
1449283995753137199,35519,1449283995,743863744,0.02041146531701088,-0.010272722691297528,0.021543318405747414,-0.0105629859947399,-0.008078653959944879,-0.014203755722657056,0.9998106880807194
1449283995787470338,35520,1449283995,766863744,0.02040516771376133,-0.010286134667694567,0.021157892420887947,-0.010572579096772658,-0.008083735964839156,-0.01420352809548272,0.9998105488409963
1449283995819090845,35521,1449283995,803863744,0.02042839676141739,-0.010306283831596371,0.02169272117316723,-0.01057384076280168,-0.008091410414661724,-0.01419876270527683,0.9998105411059957
1449283995855806359,35522,1449283995,839766464,0.020428691059350967,-0.010324398986995217,0.02224353328347206,-0.01057368489653202,-0.008091342056636648,-0.014198384523446319,0.9998105486782762
1449283995889813041,35523,1449283995,874766464,0.02041909471154213,-0.010351127944886681,0.023034317418932915,-0.010577992419088807,-0.008092085081812283,-0.01421333587881715,0.9998102846633486
1449283995949131074,35524,1449283995,935932352,0.020429017022252083,-0.01038455497473478,0.024655189365148544,-0.01058335530748157,-0.008095311079502697,-0.014213261304601247,0.9998102028545462
1449283995983629276,35525,1449283995,970932352,0.020423797890543938,-0.0104077560827136,0.024602383375167847,-0.010589299439104683,-0.00809604382080069,-0.014215051669428023,0.9998101085295528
1449283996016103983,35526,1449283996,7932352,0.020435677841305733,-0.010424773208796975,0.02472633495926857,-0.010597838130635195,-0.008097155709656906,-0.014217334774542414,0.9998099765896914
1449283996052882671,35527,1449283996,30998144,0.02044508419930935,-0.010437509976327416,0.024494115263223648,-0.01058868280741058,-0.008097028135031234,-0.01422319428891702,0.9998099912863464
1449283996082699698,35528,1449283996,67998144,0.020461304113268852,-0.010443670675158497,0.022625453770160675,-0.010593880983512514,-0.008113472241258144,-0.014215326684243298,0.999809914804388
1449283996119047333,35529,1449283996,103998144,0.020463038235902786,-0.010449275374412533,0.022298574447631836,-0.01059842029110288,-0.008115652143037073,-0.014210330197541372,0.9998099200314544
1449283996154120742,35530,1449283996,139866048,0.020446142181754112,-0.010447777807712551,0.022270038723945618,-0.010602720033330416,-0.00811362564823289,-0.014208239535933769,0.9998099206029237
