%Time,Header_sequence,Header_secs,Header_nsecs,Pose_x,Pose_y,Pose_z,Orientation_x,Orientation_y,Orientation_z,Orientation_w
1449284320660573617,152914,1449284320,652492243,0.019802494786607013,0.0019645927216112905,0.07416444100153603,0.011778328216074685,0.0014750283525191933,-0.00796615481732782,0.9998978126054784
1449284320663936892,152915,1449284320,658814778,0.019691441564569232,0.002056334735003618,0.07442874195085647,0.012511129393500745,0.003213667663849736,-0.007682275532337811,0.9998870569339772
1449284320672672018,152916,1449284320,666822049,0.02112079364628709,0.003306267556619269,0.07441998898230666,-0.02289670747044856,0.0062612845568408544,-0.009308396327645593,0.9996748925828429
1449284320685293608,152917,1449284320,679952781,0.019753093284435273,0.002010888851102087,0.07438775487476926,0.012900328952989343,0.0026250791285627817,-0.0077504206572287316,0.9998833039170668
1449284320694928987,152918,1449284320,689634956,0.01975389313942299,0.0020183352984333085,0.0743728822968105,0.012373390143352234,0.0025377111515681094,-0.00783365938206457,0.9998895404089181
1449284320705236507,152919,1449284320,698543013,0.019811816796723954,0.0020525683411242676,0.07440815618770631,0.012272011216933755,0.0031231831244037033,-0.007834912274244318,0.9998891226618668
1449284320714658394,152920,1449284320,709672676,0.019794883442525123,0.001969931185812048,0.07419325022125975,0.012866833467591397,0.0017968489667623791,-0.007772514351370777,0.9998853954083766
1449284320723546318,152921,1449284320,718732648,0.019703183783423953,0.0020618132453457142,0.07418626031171409,0.01272255573997624,0.002079061275892581,-0.00769505125823727,0.9998872937815478
1449284320734268373,152922,1449284320,728803654,0.019851764284720057,0.0020295221412329474,0.0740985622472508,0.013335280610819032,0.0016079298573575425,-0.007958673975237428,0.9998781147525734
1449284320743160245,152923,1449284320,737860084,0.019793133828859617,0.0019901856256253473,0.07440355823340783,0.011133917211366305,0.002625003387068008,-0.007931787766937202,0.9999031113000741
1449284320752087187,152924,1449284320,746772640,0.019792435932324087,0.0020014710905117933,0.07417673431575952,0.013018342349072157,0.0014618094472865267,-0.007844081924799472,0.9998834213318967
1449284320765272875,152925,1449284320,759965663,0.019743809690791342,0.0020449048498629575,0.074060679482846,0.012510973824040893,0.0016922574416400851,-0.00770138433310087,0.9998906442597005
1449284320775849630,152926,1449284320,769897586,0.019794022998771903,0.002038964592015814,0.0742042718908714,0.01293170557543607,0.0017831988948863735,-0.00791331128381293,0.9998834785599454
1449284320786234645,152927,1449284320,781298081,0.019793303270279738,0.002038000894147133,0.07409193370034393,0.013003571136569029,0.0019543316223343122,-0.007871573852545846,0.9998825561288134
1449284320793438716,152928,1449284320,788117612,0.01964680785154847,0.0020675272138154107,0.07412074438610988,0.012116165725277968,0.0018745557490916617,-0.00755404199872356,0.9998963051328585
1449284320807940324,152929,1449284320,801312385,0.01989580876980667,0.0019613371395331924,0.07426365456733697,0.01321444985411154,0.002374579786734369,-0.007906719296365577,0.9998786043694795
1449284320816971235,152930,1449284320,806295346,0.019888639912705054,0.0019549813487776285,0.07437531488038908,0.01297577360182186,0.002223652069325987,-0.008023325663707849,0.9998811483952494
1449284320824310482,152931,1449284320,819415412,0.019897556174708727,0.0020164772315441194,0.07434401729742073,0.012872919012200907,0.002290351132887811,-0.007970863487458506,0.9998827469173861
1449284320836366194,152932,1449284320,830094871,0.01968355057330237,0.0019484762741530921,0.07412729647331996,0.014351102816575478,0.0025236584057261985,-0.007585858924714235,0.9998650567654486
1449284320844124030,152933,1449284320,838554139,0.01988253995318778,0.002030463671854073,0.07426795806360915,0.011905921161451697,0.002179331557066696,-0.00796429853966147,0.9998950292425864
1449284320854089999,152934,1449284320,847756192,0.01960930111465831,0.0019207736357493286,0.07397526927886931,0.013856013877237562,0.0015700306415251531,-0.007457970827254243,0.9998749544589854
1449284320865602006,152935,1449284320,860075806,0.019823036439130297,0.002025493366101112,0.07422729818092269,0.013004193242486337,0.001769367387852736,-0.007896907636733322,0.9998826926929657
1449284320875900257,152936,1449284320,870150353,0.019813203307665124,0.0020283717636165794,0.07446723507214817,0.012107171280319183,0.0029679432965204703,-0.007945703262981194,0.9998907307880368
1449284320885792042,152937,1449284320,880523773,0.019779364661944566,0.001962645200102835,0.07412644743870701,0.013181123150133806,0.0015549784258173868,-0.007851691738792903,0.9998810884157352
1449284320893858202,152938,1449284320,889117998,0.019747677945356378,0.0019202598120301683,0.07442076868008614,0.013837626767580722,0.002542635951361608,-0.00783990221450533,0.999870287097845
1449284320903667161,152939,1449284320,898275260,0.0198208783254917,0.0019385706853644088,0.07404048869610369,0.015001117487853825,0.00164289931061975,-0.007880361657509523,0.9998550731261594
1449284320912059719,152940,1449284320,906214741,0.01968946090025319,0.0020376768514918852,0.0743042620387273,0.011698137749394042,0.002414990232929724,-0.007706774370131311,0.9998989584073879
1449284320921872647,152941,1449284320,916254080,0.019731448829701095,0.002020227550587344,0.07430967384519505,0.012298335984366682,0.0025019577135765815,-0.007694608180115923,0.9998916362009284
1449284320935498022,152942,1449284320,929522269,0.01979312200203938,0.0019764205965567914,0.074178104035196,0.013270364665737987,0.001693839662743543,-0.007914072184704626,0.9998791905976894
1449284320944441219,152943,1449284320,939396276,0.01985543533829994,0.002018226951200973,0.07435653098858935,0.012194897814321612,0.002114835180785946,-0.008070679742189084,0.9998908320751598
1449284320954224476,152944,1449284320,948977118,0.019570868496906233,0.0019502367466727255,0.07400637220949119,0.013066333310171587,0.0014652003477909903,-0.007332500243177535,0.9998866728594556
1449284320963538373,152945,1449284320,957820133,0.019725790434709973,0.0019614917487700057,0.07406386901941096,0.013608921892652445,0.0014831510540191223,-0.007778840053718673,0.9998760358940948
1449284320977147661,152946,1449284320,971736817,0.0197722507138246,0.0020284058863111443,0.07401759555146467,0.013357600711480382,0.0012744148576112207,-0.007629672078693085,0.9998808621400727
1449284320985148312,152947,1449284320,978026560,0.019893920534299836,0.00196634066554099,0.07428641611077506,0.013409380035465131,0.002245423947822145,-0.008113025204505226,0.9998746548544922
1449284320995829921,152948,1449284320,991193959,0.019717943193613353,0.002051936421784705,0.07415562286537158,0.012034544431001793,0.0012233718749133894,-0.007690689408033283,0.9998972579210441
1449284321007564464,152949,1449284320,999338354,0.01986829367094662,0.001930997859270982,0.07417938272985346,0.013583460793514284,0.0019871612580989843,-0.00803090978446029,0.999873514636246
1449284321016070329,152950,1449284321,10999181,0.019723342620765968,0.0019506913819219661,0.07453624456506881,0.011144068349971245,0.0028029940470913174,-0.007501736175653339,0.9999058340260517
1449284321025288449,152951,1449284321,20005903,0.019859503966791866,0.001991005034495366,0.07423328065303045,0.01368986235525587,0.002124165664711769,-0.007989327658719831,0.9998721149389479
1449284321036822807,152952,1449284321,29995284,0.01977414053390546,0.0019907238684724175,0.07424423719310197,0.012765064184840072,0.0023708301990417267,-0.00780050078472435,0.9998852856643264
1449284321046298351,152953,1449284321,37600934,0.019820923006182267,0.00199883347166695,0.07419045014287676,0.013318189809822318,0.001674636366729503,-0.00791054277161898,0.9998786149959841
1449284321058665320,152954,1449284321,51856241,0.01967648872516571,0.0020348176032339385,0.0739259535491732,0.012608028583931372,0.0011023337128392185,-0.007630817706834821,0.9998907905850204
1449284321065922511,152955,1449284321,56847660,0.01980927464256136,0.0019826577326433276,0.07436443872643657,0.012441982858910246,0.0014691099168549313,-0.008029817581408756,0.9998892742740069
1449284321074208161,152956,1449284321,68338530,0.019769059247545077,0.0019337121113546041,0.07427943388701044,0.014808201230963014,0.0028730497588276786,-0.0077408710567976905,0.9998562605078136
1449284321086032914,152957,1449284321,77405752,0.019862084935410432,0.0019528715894139446,0.07435670270628557,0.013194617503546287,0.0017965193996519373,-0.008028551425433093,0.9998791011662314
1449284321096729719,152958,1449284321,91380852,0.019836783633585025,0.0020669879871821114,0.07413607637550834,0.012810671164518703,0.0017185762739525695,-0.007906501160353954,0.9998852036305501
1449284321105012062,152959,1449284321,99617247,0.01991337909772677,0.0019563719718019897,0.07422112340875907,0.01391892929523268,0.0023672034394345313,-0.007986428977112842,0.9998684296983
1449284321116154223,152960,1449284321,110683787,0.019633145154789977,0.002042663985664989,0.07440586016425052,0.010698774159710734,0.00241416468226035,-0.007546525929575431,0.9999113750661908
1449284321127489947,152961,1449284321,121198997,0.01981037527282832,0.0019596184606458385,0.07419035534532602,0.013783343380507256,0.0019661314488247147,-0.007917919942813753,0.9998717219304486
1449284321135674328,152962,1449284321,129243685,0.019770264448482185,0.001992707022816569,0.07437924644191744,0.011725622270977863,0.0015802890075097681,-0.007925334191151327,0.9998985956320618
1449284321145209855,152963,1449284321,138137867,0.019893345794805995,0.0019313431650456955,0.07432086367002111,0.013740933095362295,0.002209462742995169,-0.007928176506541394,0.9998717162963142
1449284321153359868,152964,1449284321,146724051,0.019906496496555282,0.0020441023490188987,0.07436868660326754,0.012836933977710435,0.002666378159008842,-0.00796398362839023,0.9998823323363263
1449284321165353681,152965,1449284321,160075364,0.019658599348101904,0.0020593357904111907,0.07392581283718769,0.01204383936771515,0.00043657159664754904,-0.007620725991940744,0.9998983347690312
1449284321174201723,152966,1449284321,168344509,0.01970096678190387,0.0020798236231686766,0.07381346717147473,0.012038776349449005,0.0009635146464054914,-0.007609489332146509,0.9998981123972772
1449284321183001177,152967,1449284321,177340356,0.01970019392502794,0.001975472443464445,0.07438977219518733,0.012029625859476993,0.0018955881983150887,-0.007718064102379099,0.9998960577647934
1449284321195224445,152968,1449284321,190258756,0.019854129861222432,0.002009842478904922,0.07435816643381044,0.012196322424588589,0.002539220369264027,-0.007926080175247175,0.9998909837238694
1449284321204334757,152969,1449284321,198816982,0.01989377749297249,0.0019504988697230516,0.07426043477788338,0.01361792906167172,0.0018113302666283872,-0.007946142197309176,0.999874057026642
1449284321212649466,152970,1449284321,207073418,0.01987020548694663,0.0019385176693124753,0.07431879061835259,0.01347530942129451,0.0016372652865690198,-0.007961576820185157,0.9998761666791135
1449284321223677211,152971,1449284321,216138224,0.019788854333508393,0.002074623333155267,0.07410158595706196,0.013092786541398865,0.001998027840013312,-0.007873753437235733,0.9998812883698451
1449284321236448537,152972,1449284321,230604820,0.0196677343804992,0.0020358521819737597,0.07432850529036907,0.012150209085247745,0.0020167550505094316,-0.0076152358056183695,0.9998951511542976
