454108084, 4, -12, -998, 2, 5, 0, -212, 56, 431
454228221, 6, -11, -1002, 1, 6, 0, -211, 55, 430
454348303, 5, -16, -1001, 3, 5, 0, -211, 55, 431
454468312, 3, -11, -1003, 3, 4, 0, -211, 53, 432
454588085, 1, -11, -1004, 2, 5, 0, -209, 53, 431
454708471, 2, -12, -1004, 3, 5, 0, -211, 54, 431
454828164, 1, -10, -1003, 2, 5, 0, -211, 55, 431
454948167, 2, -12, -1002, 3, 5, 1, -211, 54, 432
455068128, 0, -11, -1004, 4, 6, 0, -211, 55, 431
455188146, 3, -12, -1001, 0, 6, 0, -211, 54, 430
456388328, -2, -12, -1005, 3, 4, 1, -211, 55, 430
456508316, -1, -10, -1005, 3, 5, 0, -212, 55, 431
456628204, 0, -11, -1002, 2, 5, 0, -212, 56, 431
456748070, -1, -12, -1005, 4, 5, 1, -210, 54, 432
456868091, -1, -9, -1006, 3, 6, 0, -211, 55, 432
456988335, -1, -10, -1007, 3, 5, 0, -211, 54, 431
457108233, 0, -10, -1002, 3, 5, 0, -212, 55, 432
457228122, 0, -11, -1007, 3, 6, 0, -210, 54, 432
457348094, 0, -12, -1005, 3, 5, 0, -212, 54, 431
457468143, 0, -8, -1002, 3, 5, 0, -212, 55, 431
457588297, 0, -11, -1002, 3, 4, 0, -209, 54, 431
457708157, 3, -11, -1000, 4, 5, 0, -210, 53, 432
457828116, 1, -11, -1001, 2, 6, 0, -213, 55, 431
457948730, 0, -14, -1005, 2, 5, 0, -211, 54, 432
458068142, 0, -13, -1001, 4, 5, 0, -212, 55, 431
458188286, 1, -10, -1004, 4, 5, 0, -212, 54, 431
458308084, 2, -11, -1005, 2, 5, 0, -211, 55, 431
458428508, -2, -11, -1005, 2, 5, 0, -211, 54, 431
458548166, -4, -12, -1005, 4, 5, 0, -210, 54, 431
458668220, -1, -12, -1003, 2, 5, 0, -212, 54, 431
458788217, -3, -8, -1005, 3, 5, 0, -211, 55, 432
458908087, 0, -11, -1002, 3, 6, 0, -212, 55, 432
459028221, -1, -14, -1001, 1, 5, 0, -212, 54, 432
459148107, -2, -11, -1005, 4, 6, 0, -211, 55, 431
459268330, -4, -9, -1002, 3, 4, 0, -212, 55, 432
459388162, 0, -12, -1002, 2, 5, 0, -211, 54, 431
459508101, 0, -11, -1005, 3, 5, 0, -213, 54, 431
459628171, 0, -11, -1001, 3, 5, 0, -212, 55, 431
459748153, -4, -10, -1002, 3, 4, 0, -211, 55, 431
459868143, 0, -9, -1003, 2, 5, 0, -212, 55, 432
459988840, 1, -11, -1006, 2, 4, 0, -212, 55, 431
460108199, -6, -11, -1005, 2, 3, 0, -212, 55, 430
460228306, -3, -9, -1004, 3, 6, 0, -212, 54, 432
460348289, -1, -9, -1005, 2, 6, 0, -210, 55, 431
460468098, 0, -13, -1002, 2, 5, 0, -211, 54, 431
460588168, 1, -7, -1002, 4, 4, 0, -210, 53, 431
460708075, -2, -10, -1003, 3, 5, 0, -210, 54, 432
460828215, 0, -10, -1008, 3, 5, 0, -211, 54, 431
460948162, -3, -8, -1009, 3, 4, 0, -212, 54, 431
461068086, -6, -14, -1000, 2, 4, 0, -213, 55, 430
461188219, -1, -16, -1003, 3, 5, 0, -211, 55, 432
461308180, -1, -11, -1005, 3, 5, 0, -211, 55, 432
461428289, -6, -12, -1007, 5, 3, 0, -212, 55, 431
461548103, 3, -12, -1000, 4, 6, 1, -211, 55, 431
461668100, 2, -11, -1004, 2, 5, 0, -211, 54, 431
461788170, 4, -10, -999, 1, 4, 0, -211, 56, 431
461908172, 0, -9, -1000, 4, 4, 0, -213, 54, 431
462028251, 0, -9, -1002, 3, 5, 0, -211, 56, 432
462148374, 4, -10, -1000, 2, 5, 0, -212, 53, 430
462268131, 3, -13, -999, 3, 5, 0, -212, 56, 431
462388235, 0, -11, -1002, 1, 4, 0, -212, 55, 432
462508296, 0, -15, -1001, 2, 4, 0, -211, 55, 431
462628070, 3, -10, -1005, 3, 5, 0, -210, 54, 432
462748097, -2, -11, -1006, 2, 5, 0, -210, 55, 431
462868129, 0, -12, -1003, 2, 5, 0, -212, 55, 431
462988326, 3, -6, -1000, 3, 5, 0, -212, 54, 429
463108741, 2, -10, -1001, 1, 4, 0, -212, 54, 431
463228099, -1, -10, -1001, 3, 4, 0, -212, 55, 432
463348408, 3, -11, -999, 3, 5, 0, -210, 54, 430
463468086, 3, -13, -1001, 2, 5, 0, -211, 54, 431
463588293, 0, -12, -1002, 3, 5, 0, -210, 54, 430
463708064, 2, -10, -1000, 2, 5, 1, -211, 55, 432
463828899, 0, -12, -1002, 2, 6, 1, -212, 56, 430
463948084, 1, -13, -1002, 3, 5, 1, -213, 55, 431
464068291, 3, -10, -997, 3, 5, 0, -211, 55, 430
464188678, 5, -11, -1000, 1, 5, 0, -212, 53, 431
464308104, 4, -9, -1000, 2, 5, 1, -211, 54, 431
464428091, 5, -11, -1001, 2, 5, 0, -211, 54, 432
464548153, 4, -13, -1001, 1, 5, 0, -212, 54, 430
464668289, 4, -11, -1001, 3, 4, 0, -212, 55, 430
464788083, 2, -12, -1000, 2, 4, 0, -210, 55, 431
464908145, -1, -11, -1007, 3, 5, 0, -211, 54, 430
465028370, 0, -10, -1005, 4, 5, 0, -210, 55, 430
465148146, 3, -11, -1001, 1, 5, 0, -210, 55, 430
465268172, 4, -12, -995, 3, 5, 0, -211, 54, 430
465388305, 7, -10, -999, 3, 5, 0, -210, 55, 431
465508071, 3, -11, -997, 2, 4, 0, -210, 53, 431
465628153, 7, -11, -997, 2, 5, 1, -212, 54, 432
465748133, 6, -12, -999, 2, 5, 0, -209, 54, 431
465868190, 4, -11, -998, 1, 4, 0, -211, 54, 431
465988069, -2, -18, -1003, 3, 4, 1, -211, 54, 431
466108070, 10, -5, -1003, 5, 5, 0, -211, 55, 432
466228215, -3, -12, -1001, 4, 5, 0, -211, 54, 431
466348071, 0, -14, -998, 3, 5, -2, -212, 54, 432
466468803, 4, -1, -1001, 2, 3, 1, -212, 54, 431
466588071, -1, -15, -998, 1, 6, 1, -209, 55, 431
466708192, 7, -16, -1000, 4, 4, 1, -210, 54, 431
466828159, 0, -9, -1001, 3, 5, 0, -210, 54, 431
466948309, -2, -16, -1002, 3, 6, 0, -209, 55, 430
467068253, 10, -9, -1003, 2, 3, 0, -212, 55, 432
467188071, 0, -13, -1004, 2, 3, 1, -210, 55, 431
467308280, 1, -13, -1001, 4, 6, 0, -210, 52, 432
467428069, 7, -10, -1002, 4, 5, 0, -213, 54, 431
467548474, -1, -12, -1000, 2, 4, 0, -210, 53, 431
467668188, 1, -13, -1001, 3, 5, 0, -211, 54, 433
467788060, 5, -11, -999, 3, 6, 0, -212, 55, 431
467908177, 0, -12, -1002, 2, 4, 0, -212, 54, 431
468028194, 3, -9, -1000, 2, 5, 0, -211, 55, 430
468148102, 0, -12, -1001, 2, 5, 0, -210, 54, 431
468268291, -1, -12, -998, 2, 4, 0, -210, 53, 431
468388738, 5, -11, -998, 2, 5, 0, -211, 55, 431
468508145, 3, -10, -999, 3, 5, 0, -210, 55, 431
468628495, -4, -12, -1000, 3, 4, 0, -211, 55, 431
468748149, 0, -11, -1003, 3, 5, 0, -211, 55, 431
468868235, 2, -10, -1002, 3, 4, 0, -213, 55, 432
